# FIRENZE V6.3
#
# Close Approach output file for integration on 2023-02-08 17:26:13.537507
# Configuration file used: /home/cgregg/codes/PhD_Work/InterstellarMeteoroids/GalacticSimulation/Gaia_DR3_4472832130942575872_110Myr_2000x1Myr.cfg
# Galactic Simulation
# Galactic parameters [M a b] - (Solar masses AU AU):
# Bulge: [14000000000.0, 0.0, 72192682.625] Disk: [79100000000.0, 721926826.25, 51566201.875] Halo: [698000000000.0, 0.0, 4950355380.0]
# Solar parameters [AU, AU/yr]:
# pos = [ 1.50253513e+09 -9.05737086e+08 -1.87942738e+07] vel = [-22.21125568 -42.15195327   0.34297791]
# Galactic Potential: 0 (0-Bailer-Jones 2015, 1-Dybczynski & Berski 2015)
# Integration Method: 2 (0-Euler, 1-RK4, 2-RKF)
# Time-step error tolerance (For RKF): 1e-06
# Initial time-step: 999.9811137685292
# Output every 1000.0 iterations
# heliocentric Distance calculation setting: 3
# 	[0-never, 1 - At the end, 2-When writing to file, 3-Every step]
# Number of initial particles: 2
# Integration lasting for 110000000.0 yrs
# Integrating the following bodies in the Milky Way starting at JD=-36523273294.125
#############################################################################################################
t x y z vx vy vz body jd aprnt_x aprnt_y aprnt_z aprnt_vel_x aprnt_vel_y aprnt_vel_z helio_dist CloseApproachFlag
99987111.58460146 -1718134106.93591 -686645.94735 +5554616.15869 -28.25695 +49.30449 +5.36737 Gaia_DR3_4472832130942575872_debris_-291203794.125_1982 -2291044.125 +82068.22032 -55247.41708 +5351.76262 -30.58141 +0.73445 +3.83743 99076.290 1
99988111.56571524 -1718144626.12683 -577824.06514 +5550411.05745 -27.49352 +49.58799 +5.41266 Gaia_DR3_4472832130942575872_debris_-14930423794.125_553 -1925794.125 +69223.95935 +5005.34927 -383.22738 -29.81930 +1.01795 +3.88276 69405.741 1
99988111.56571524 -1718259192.19774 -620715.46058 +5537473.81647 -27.49986 +49.58520 +5.43395 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1695 -1925794.125 -45342.11156 -37886.04617 -13320.46837 -29.82564 +1.01517 +3.90405 60569.749 1
99988111.56571524 -1718177606.88606 -593786.34829 +5459834.28875 -27.64114 +49.54676 +5.37817 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1511 -1925794.125 +36243.20012 -10956.93388 -90959.99608 -29.96691 +0.97673 +3.84827 98525.859 1
99988111.56571524 -1718162362.69767 -637342.39127 +5559983.40703 -28.25564 +49.30449 +5.36733 Gaia_DR3_4472832130942575872_debris_-291203794.125_1982 -1925794.125 +51487.38851 -54512.97686 +9189.12220 -30.58141 +0.73445 +3.83743 75545.058 1
99989111.546829 -1718172118.47175 -528237.01634 +5555823.59278 -27.49221 +49.58799 +5.41262 Gaia_DR3_4472832130942575872_debris_-14930423794.125_553 -1560544.125 +39405.22681 +6023.28177 +3499.45949 -29.81930 +1.01795 +3.88276 40016.222 1
99989111.546829 -1718286690.88306 -571131.19253 +5542907.64140 -27.49855 +49.58520 +5.43391 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1695 -1560544.125 -75167.18450 -36870.89443 -9416.49189 -29.82564 +1.01517 +3.90405 84251.046 1
99989111.546829 -1718205246.84083 -544240.52088 +5465212.33526 -27.63982 +49.54676 +5.37813 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1511 -1560544.125 +6276.85773 -9980.22277 -87111.79803 -29.96691 +0.97673 +3.84827 87906.025 1
99989111.546829 -1718190617.14182 -588038.83470 +5565350.61500 -28.25432 +49.30449 +5.36729 Gaia_DR3_4472832130942575872_debris_-291203794.125_1982 -1560544.125 +20906.55674 -53778.53659 +13026.48171 -30.58141 +0.73445 +3.83743 59151.537 1
99990111.52794278 -1718199609.49907 -478649.96712 +5561236.08776 -27.49089 +49.58799 +5.41258 Gaia_DR3_4472832130942575872_debris_-14930423794.125_553 -1195294.125 +9586.49430 +7041.21427 +7382.14634 -29.81930 +1.01795 +3.88276 13999.131 1
99990111.52794278 -1718232885.47803 -494694.69306 +5470590.34208 -27.63850 +49.54676 +5.37809 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1511 -1195294.125 -23689.48466 -9003.51166 -83263.59934 -29.96691 +0.97673 +3.84827 87034.946 1
99990111.52794278 -1718167485.62273 -479092.25272 +5466136.32605 -28.18827 +49.37959 +5.23573 Gaia_DR3_4472832130942575872_debris_-291203794.125_165 -1195294.125 +41710.37064 +6598.92868 -87717.61536 -30.51668 +0.80956 +3.70592 97353.382 1
99990111.52794278 -1718218870.26838 -538735.27768 +5570717.78254 -28.25300 +49.30449 +5.36725 Gaia_DR3_4472832130942575872_debris_-291203794.125_1982 -1195294.125 -9674.27501 -53044.09628 +16863.84113 -30.58141 +0.73445 +3.83743 56494.751 1
99991111.50905654 -1718227099.20882 -429062.91755 +5566648.54235 -27.48957 +49.58799 +5.41254 Gaia_DR3_4472832130942575872_debris_-14930423794.125_553 -830044.125 -20232.23820 +8059.14677 +11264.83313 -29.81930 +1.01795 +3.88276 24519.172 1
99991111.50905654 -1718260522.79767 -445148.86485 +5475968.30916 -27.63718 +49.54676 +5.37805 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1511 -830044.125 -53655.82706 -8026.80053 -79415.40006 -29.96691 +0.97673 +3.84827 96177.872 1
99991111.50905654 -1718212782.48443 -522984.47686 +5513282.06347 -27.79660 +49.44842 +5.35798 Gaia_DR3_4472832130942575872_debris_-657184294.125_807 -830044.125 -5915.51381 -85862.41254 -42101.64575 -30.12633 +0.87838 +3.82820 95811.773 1
99991111.50905654 -1718195672.70334 -429713.59020 +5471371.93982 -28.18695 +49.37960 +5.23569 Gaia_DR3_4472832130942575872_debris_-291203794.125_165 -830044.125 +11194.26727 +7408.47412 -84011.76940 -30.51668 +0.80956 +3.70592 85077.462 1
99991111.50905654 -1718247122.07739 -489431.72025 +5576084.90964 -28.25168 +49.30449 +5.36721 Gaia_DR3_4472832130942575872_debris_-291203794.125_1982 -830044.125 -40255.10677 -52309.65593 +20701.20042 -30.58141 +0.73445 +3.83743 69175.960 1
99992111.49017031 -1718146330.28346 -447943.54584 +5507893.05378 -27.47856 +49.58702 +5.41285 Gaia_DR3_4472832130942575872_debris_-24811897294.125_1294 -464794.125 +58206.34683 -59390.59894 -49020.38288 -29.80960 +1.01699 +3.88311 96530.928 1
99992111.49017031 -1718254587.60101 -379475.86764 +5572060.95651 -27.48825 +49.58799 +5.41250 Gaia_DR3_4472832130942575872_debris_-14930423794.125_553 -464794.125 -50050.97072 +9077.07926 +15147.51985 -29.81930 +1.01795 +3.88276 53074.857 1
99992111.49017031 -1718143812.05987 -463538.74018 +5572095.50521 -27.48775 +49.58619 +5.43619 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1996 -464794.125 +60724.57041 -74985.79328 +15182.06855 -29.81879 +1.01615 +3.90645 97677.213 1
99992111.49017031 -1718185498.22385 -378228.36957 +5472825.56224 -27.49468 +49.58811 +5.41431 Gaia_DR3_4472832130942575872_debris_-8708755294.125_1906 -464794.125 +19038.40644 +10324.57733 -84087.87443 -29.82572 +1.01808 +3.88457 86832.186 1
99992111.49017031 -1718146333.92076 -419725.22446 +5511205.05214 -27.50184 +49.58285 +5.40967 Gaia_DR3_4472832130942575872_debris_-5780911294.125_107 -464794.125 +58202.70953 -31172.27756 -45708.38453 -29.83288 +1.01281 +3.87994 80302.694 1
99992111.49017031 -1718128971.18134 -415245.99859 +5520470.55399 -27.56785 +49.55303 +5.39350 Gaia_DR3_4472832130942575872_debris_-1755125794.125_371 -464794.125 +75565.44895 -26693.05169 -36442.88268 -29.89890 +0.98299 +3.86376 88038.286 1
99992111.49017031 -1718240577.90253 -473536.99164 +5518639.91897 -27.79528 +49.44842 +5.35794 Gaia_DR3_4472832130942575872_debris_-657184294.125_807 -464794.125 -36041.27224 -84984.04474 -38273.51769 -30.12633 +0.87838 +3.82820 99930.593 1
99992111.49017031 -1718223858.46638 -380334.92735 +5476607.51384 -28.18564 +49.37960 +5.23565 Gaia_DR3_4472832130942575872_debris_-291203794.125_165 -464794.125 -19321.83609 +8218.01955 -80305.92283 -30.51668 +0.80956 +3.70592 83005.484 1
99992111.49017031 -1718275372.56886 -440128.16244 +5581451.99624 -28.25037 +49.30449 +5.36717 Gaia_DR3_4472832130942575872_debris_-291203794.125_1982 -464794.125 -70835.93857 -51575.21555 +24538.55957 -30.58141 +0.73445 +3.83743 90993.813 1
99993111.47128408 -1718173807.66127 -398357.45810 +5513305.78145 -27.47724 +49.58702 +5.41281 Gaia_DR3_4472832130942575872_debris_-24811897294.125_1294 -99544.125 +28397.31112 -58373.62892 -45137.34231 -29.80960 +1.01699 +3.88311 79064.957 1
99993111.47128408 -1718282074.67567 -329888.81744 +5577473.33022 -27.48694 +49.58799 +5.41246 Gaia_DR3_4472832130942575872_debris_-14930423794.125_553 -99544.125 -79869.70328 +10095.01174 +19030.20646 -29.81930 +1.01795 +3.88276 82723.803 1
99993111.47128408 -1718171298.62927 -413953.48760 +5577531.57335 -27.48643 +49.58619 +5.43615 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1996 -99544.125 +30906.34313 -73969.65841 +19088.44959 -29.81879 +1.01615 +3.90645 82408.017 1
99993111.47128408 -1718212991.72301 -328641.19502 +5478239.75063 -27.49336 +49.58811 +5.41427 Gaia_DR3_4472832130942575872_debris_-8708755294.125_1906 -99544.125 -10786.75062 +11342.63417 -80203.37313 -29.82572 +1.01808 +3.88457 81716.525 1
99993111.47128408 -1718173834.58072 -370143.31264 +5516614.60200 -27.50052 +49.58285 +5.40963 Gaia_DR3_4472832130942575872_debris_-5780911294.125_107 -99544.125 +28370.39167 -30159.48345 -41828.52176 -29.83288 +1.01281 +3.87994 58856.595 1
99993111.47128408 -1718156537.85471 -365693.90489 +5525863.93077 -27.56654 +49.55303 +5.39346 Gaia_DR3_4472832130942575872_debris_-1755125794.125_371 -99544.125 +45667.11768 -25710.07570 -32579.19299 -29.89890 +0.98299 +3.86376 61708.164 1
99993111.47128408 -1718252042.91185 -330956.26421 +5481843.04808 -28.18432 +49.37960 +5.23561 Gaia_DR3_4472832130942575872_debris_-291203794.125_165 -99544.125 -49837.93946 +9027.56497 -76600.07568 -30.51668 +0.80956 +3.70592 91830.761 1
99993111.47128408 -1718186450.85987 -250308.13469 +5596353.54351 -28.10201 +49.48077 +5.37907 Gaia_DR3_4472832130942575872_debris_-291203794.125_929 -99544.125 +15754.11252 +89675.69449 +37910.41975 -30.43437 +0.91074 +3.84937 98626.174 1
99994111.45239784 -1718201283.72148 -348771.37006 +5518718.46907 -27.47592 +49.58702 +5.41277 Gaia_DR3_4472832130942575872_debris_-24811897294.125_1294 265705.875 -1411.72457 -57356.65885 -41254.30141 -29.80960 +1.01699 +3.88311 70666.093 1
99994111.45239784 -1718198783.88106 -364368.23470 +5582967.60097 -27.48511 +49.58619 +5.43611 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1996 265705.875 +1088.11586 -72953.52349 +22994.83048 -29.81879 +1.01615 +3.90645 76499.430 1
99994111.45239784 -1718240483.90460 -279054.02021 +5483653.89923 -27.49204 +49.58811 +5.41423 Gaia_DR3_4472832130942575872_debris_-8708755294.125_1906 265705.875 -40611.90768 +12360.69100 -76318.87126 -29.82572 +1.01808 +3.88458 87330.887 1
99994111.45239784 -1718201333.92308 -320561.40053 +5522024.11180 -27.49920 +49.58285 +5.40959 Gaia_DR3_4472832130942575872_debris_-5780911294.125_107 265705.875 -1461.92616 -29146.68932 -37948.65869 -29.83288 +1.01281 +3.87994 47872.408 1
99994111.45239784 -1718128593.12894 -351335.17888 +5565606.20773 -27.53862 +49.55451 +5.40255 Gaia_DR3_4472832130942575872_debris_-2121106294.125_442 265705.875 +71278.86798 -59920.46767 +5633.43724 -29.87230 +0.98447 +3.87290 93289.201 1
99994111.45239784 -1718184103.21047 -316141.81091 +5531257.26742 -27.56522 +49.55303 +5.39342 Gaia_DR3_4472832130942575872_debris_-1755125794.125_371 265705.875 +15768.78645 -24727.09970 -28715.50307 -29.89890 +0.98299 +3.86376 41044.661 1
99995111.43351161 -1718228758.46412 -299185.28174 +5524131.11662 -27.47460 +49.58702 +5.41273 Gaia_DR3_4472832130942575872_debris_-24811897294.125_1294 630955.875 -31220.76025 -56339.68874 -37371.26022 -29.80960 +1.01699 +3.88311 74468.164 1
99995111.43351161 -1718226267.81528 -314782.98152 +5588403.58805 -27.48379 +49.58619 +5.43607 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1996 630955.875 -28730.11141 -71937.38852 +26901.21122 -29.81879 +1.01615 +3.90645 82000.502 1
99995111.43351161 -1718138134.98298 -205186.16520 +5528272.33894 -27.48324 +49.58969 +5.41448 Gaia_DR3_4472832130942575872_debris_-9440716294.125_307 630955.875 +59402.72089 +37659.42780 -33230.03790 -29.81823 +1.01965 +3.88487 77789.146 1
99995111.43351161 -1718228831.94786 -270979.48817 +5527433.58148 -27.49789 +49.58285 +5.40955 Gaia_DR3_4472832130942575872_debris_-5780911294.125_107 630955.875 -31294.24399 -28133.89516 -34068.79535 -29.83288 +1.01281 +3.87994 54143.592 1
99995111.43351161 -1718155982.86528 -159556.76542 +5544169.52609 -27.49637 +49.58866 +5.40885 Gaia_DR3_4472832130942575872_debris_-5048950294.125_1749 630955.875 +41554.83859 +83288.82758 -17332.85075 -29.83136 +1.01863 +3.87924 94679.782 1
99995111.43351161 -1718156130.57191 -301781.60802 +5571008.63911 -27.53730 +49.55451 +5.40251 Gaia_DR3_4472832130942575872_debris_-2121106294.125_442 630955.875 +41407.13196 -58936.01501 +9506.26228 -29.87230 +0.98447 +3.87290 72652.415 1
99995111.43351161 -1718211667.24864 -266589.71668 +5536650.56390 -27.56390 +49.55303 +5.39338 Gaia_DR3_4472832130942575872_debris_-1755125794.125_371 630955.875 -14129.54477 -23744.12368 -24851.81294 -29.89890 +0.98299 +3.86376 37162.347 1
99996111.41462538 -1718256231.88920 -249599.19320 +5529543.72404 -27.47329 +49.58703 +5.41269 Gaia_DR3_4472832130942575872_debris_-24811897294.125_1294 996205.875 -61029.79595 -55322.71858 -33488.21876 -29.80960 +1.01699 +3.88311 88919.627 1
99996111.41462538 -1718129580.74864 -221327.31178 +5500385.62932 -27.47389 +49.58937 +5.41185 Gaia_DR3_4472832130942575872_debris_-19322189794.125_295 996205.875 +65621.34461 -27050.83716 -62646.31348 -29.81020 +1.01933 +3.88228 94670.319 1
99996111.41462538 -1718253750.43194 -265197.72810 +5593839.53455 -27.48248 +49.58619 +5.43603 Gaia_DR3_4472832130942575872_debris_-14198462794.125_1996 996205.875 -58548.33870 -70921.25348 +30807.59176 -29.81879 +1.01615 +3.90645 96988.865 1
99996111.41462538 -1718136245.23290 -153058.02777 +5631690.24289 -27.47651 +49.59080 +5.40709 Gaia_DR3_4472832130942575872_debris_-13100521294.125_599 996205.875 +58956.86034 +41218.44685 +68658.30010 -29.81283 +1.02076 +3.87751 99442.616 1
99996111.41462538 -1718165617.04262 -155597.41542 +5533686.69749 -27.48192 +49.58969 +5.41444 Gaia_DR3_4472832130942575872_debris_-9440716294.125_307 996205.875 +29585.05062 +38679.05920 -29345.24530 -29.81823 +1.01965 +3.88487 56854.976 1
99996111.41462538 -1718155543.04146 -125192.61952 +5598046.82862 -27.48703 +49.58938 +5.41139 Gaia_DR3_4472832130942575872_debris_-6512872294.125_312 996205.875 +39659.05178 +69083.85510 +35014.88583 -29.82335 +1.01934 +3.88181 87014.146 1
99996111.41462538 -1718256328.65509 -221397.57560 +5532843.01103 -27.49657 +49.58285 +5.40951 Gaia_DR3_4472832130942575872_debris_-5780911294.125_107 996205.875 -61126.56185 -27121.10098 -30188.93176 -29.83288 +1.01281 +3.87994 73371.536 1
99996111.41462538 -1718183478.05402 -109969.04123 +5549578.25558 -27.49505 +49.58866 +5.40881 Gaia_DR3_4472832130942575872_debris_-5048950294.125_1749 996205.875 +11724.03923 +84307.43339 -13453.68722 -29.83136 +1.01863 +3.87924 86175.392 1
99996111.41462538 -1718183666.69727 -252228.03693 +5576411.03003 -27.53599 +49.55451 +5.40247 Gaia_DR3_4472832130942575872_debris_-2121106294.125_442 996205.875 +11535.39597 -57951.56231 +13379.08724 -29.87230 +0.98447 +3.87290 60584.230 1
99996111.41462538 -1718239229.96924 -217037.62226 +5542043.82016 -27.56258 +49.55303 +5.39334 Gaia_DR3_4472832130942575872_debris_-1755125794.125_371 996205.875 -44027.87600 -22761.14764 -20988.12263 -29.89890 +0.98299 +3.86376 53824.019 1
99996111.41462538 -1718160492.77057 -107742.75821 +5570698.07790 -27.68378 +49.54158 +5.37463 Gaia_DR3_4472832130942575872_debris_-657184294.125_943 996205.875 +34709.32268 +86533.71641 +7666.13510 -30.02010 +0.97154 +3.84506 93549.937 1
99997111.39573915 -1718157053.46030 -171738.88239 +5505797.36146 -27.47257 +49.58937 +5.41181 Gaia_DR3_4472832130942575872_debris_-19322189794.125_295 1361455.875 +35811.70474 -26031.52630 -58764.10688 -29.81020 +1.01933 +3.88228 73575.395 1
99997111.39573915 -1718176424.60947 -232808.14273 +5602581.52516 -27.47646 +49.58813 +5.41171 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1490 1361455.875 +16440.55558 -87100.78665 +38020.05681 -29.81410 +1.01810 +3.88218 96448.762 1
99997111.39573915 -1718130015.85869 -116926.81355 +5620069.62010 -27.47373 +49.59078 +5.40770 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1592 1361455.875 +62849.30635 +28780.54253 +55508.15175 -29.81136 +1.02075 +3.87817 88653.877 1
99997111.39573915 -1718163720.56888 -103468.16624 +5637097.20693 -27.47520 +49.59080 +5.40705 Gaia_DR3_4472832130942575872_debris_-13100521294.125_599 1361455.875 +29144.59616 +42239.18984 +72535.73858 -29.81283 +1.02076 +3.87751 88853.756 1
99997111.39573915 -1718193097.78466 -106008.66553 +5539101.01585 -27.48060 +49.58969 +5.41440 Gaia_DR3_4472832130942575872_debris_-9440716294.125_307 1361455.875 -232.61962 +39698.69056 -25460.45250 -29.81823 +1.01965 +3.88487 47162.218 1
99997111.39573915 -1718143527.60888 -131654.63777 +5496018.15500 -27.48266 +49.58700 +5.41128 Gaia_DR3_4472832130942575872_debris_-6878852794.125_537 1361455.875 +49337.55616 +14052.71831 -68543.31334 -29.82029 +1.01697 +3.88174 85614.597 1
99997111.39573915 -1718183028.89514 -75604.17934 +5603458.09387 -27.48571 +49.58938 +5.41135 Gaia_DR3_4472832130942575872_debris_-6512872294.125_312 1361455.875 +9836.26990 +70103.17674 +38896.62552 -29.82335 +1.01934 +3.88181 80772.242 1
99997111.39573915 -1718283824.04479 -171815.66287 +5538252.40039 -27.49525 +49.58285 +5.40947 Gaia_DR3_4472832130942575872_debris_-5780911294.125_107 1361455.875 -90958.87975 -26108.30679 -26309.06796 -29.83288 +1.01281 +3.87994 98220.815 1
99997111.39573915 -1718210971.92516 -60381.31695 +5554986.94476 -27.49373 +49.58866 +5.40877 Gaia_DR3_4472832130942575872_debris_-5048950294.125_1749 1361455.875 -18106.76012 +85326.03913 -9574.52359 -29.83136 +1.01862 +3.87924 87749.981 1
99997111.39573915 -1718211201.50505 -202674.46565 +5581813.38046 -27.53467 +49.55451 +5.40243 Gaia_DR3_4472832130942575872_debris_-2121106294.125_442 1361455.875 -18336.34001 -56967.10956 +17251.91211 -29.87230 +0.98447 +3.87290 62282.433 1
99997111.39573915 -1718266791.37230 -167485.52766 +5547437.03618 -27.56126 +49.55303 +5.39330 Gaia_DR3_4472832130942575872_debris_-1755125794.125_371 1361455.875 -73926.20726 -21778.17158 -17124.43217 -29.89890 +0.98299 +3.86376 78946.938 1
99997111.39573915 -1718188175.37387 -58202.11559 +5576072.58888 -27.68247 +49.54158 +5.37459 Gaia_DR3_4472832130942575872_debris_-657184294.125_943 1361455.875 +4689.79117 +87505.24050 +11511.12053 -30.02010 +0.97154 +3.84506 88383.636 1
99998111.37685291 -1718165556.06672 -53583.79066 +5486704.11847 -27.46400 +49.58890 +5.41853 Gaia_DR3_4472832130942575872_debris_-32863468294.125_799 1726705.875 +24970.85253 +43554.44678 -79386.83502 -29.80295 +1.01887 +3.88903 93929.776 1
99998111.37685291 -1718184524.85434 -122150.45287 +5511209.05362 -27.47125 +49.58937 +5.41177 Gaia_DR3_4472832130942575872_debris_-19322189794.125_295 1726705.875 +6002.06492 -25012.21543 -54881.89987 -29.81020 +1.01933 +3.88228 60610.714 1
99998111.37685291 -1718203899.89673 -183220.94642 +5607993.11409 -27.47515 +49.58813 +5.41167 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1490 1726705.875 -13372.97747 -86082.70898 +41902.16060 -29.81410 +1.01810 +3.88218 96668.818 1
99998111.37685291 -1718157488.41261 -67336.96889 +5625477.19822 -27.47241 +49.59078 +5.40766 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1592 1726705.875 +33038.50665 +29801.26855 +59386.24473 -29.81136 +1.02075 +3.87817 74205.017 1
99998111.37685291 -1718191194.58726 -53878.30464 +5642504.13002 -27.47388 +49.59080 +5.40700 Gaia_DR3_4472832130942575872_debris_-13100521294.125_599 1726705.875 -667.66800 +43259.93280 +76413.17653 -29.81283 +1.02076 +3.87751 87811.395 1
99998111.37685291 -1718154600.99045 -41733.81557 +5638391.57759 -27.47475 +49.59085 +5.41088 Gaia_DR3_4472832130942575872_debris_-10538657794.125_595 1726705.875 +35925.92880 +55404.42187 +72300.62410 -29.81370 +1.02081 +3.88139 97916.815 1
99998111.37685291 -1718180021.50260 -461.48675 +5554005.51894 -27.47605 +49.59163 +5.41555 Gaia_DR3_4472832130942575872_debris_-10538657794.125_1375 1726705.875 +10505.41665 +96676.75069 -12085.43455 -29.81500 +1.02159 +3.88605 97993.957 1
99998111.37685291 -1718220577.20912 -56419.91554 +5544515.29398 -27.47928 +49.58969 +5.41436 Gaia_DR3_4472832130942575872_debris_-9440716294.125_307 1726705.875 -30050.28986 +40718.32189 -21575.65951 -29.81823 +1.01965 +3.88487 55013.732 1
99998111.37685291 -1718171009.09031 -82068.57028 +5501429.31046 -27.48134 +49.58700 +5.41124 Gaia_DR3_4472832130942575872_debris_-6878852794.125_537 1726705.875 +19517.82895 +15069.66716 -64661.64304 -29.82029 +1.01697 +3.88174 69203.819 1
99998111.37685291 -1718210513.43124 -26015.73911 +5608869.31842 -27.48440 +49.58938 +5.41131 Gaia_DR3_4472832130942575872_debris_-6512872294.125_312 1726705.875 -19986.51198 +71122.49833 +42778.36493 -29.82335 +1.01934 +3.88181 85368.958 1
99998111.37685291 -1718238464.47874 -10793.59263 +5560395.59360 -27.49241 +49.58866 +5.40873 Gaia_DR3_4472832130942575872_debris_-5048950294.125_1749 1726705.875 -47937.55948 +86344.64481 -5695.35990 -29.83136 +1.01862 +3.87924 98923.427 1
99998111.37685291 -1718118923.31542 -118020.84726 +5605503.83713 -27.49517 +49.57279 +5.40819 Gaia_DR3_4472832130942575872_debris_-3219047794.125_976 1726705.875 +71603.60384 -20882.60982 +39412.88363 -29.83412 +1.00276 +3.87869 84359.557 1
99998111.37685291 -1718238734.99525 -153120.89421 +5587215.69034 -27.53335 +49.55451 +5.40239 Gaia_DR3_4472832130942575872_debris_-2121106294.125_442 1726705.875 -48208.07600 -55982.65677 +21124.73685 -29.87230 +0.98447 +3.87290 76839.644 1
99998111.37685291 -1718096425.14094 -116428.12101 +5549120.97869 -27.51854 +49.55336 +5.39254 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 1726705.875 +94101.77832 -19289.88357 -16969.97481 -29.85749 +0.98332 +3.86304 97546.011 1
99998111.37685291 -1718113182.37418 -109015.62285 +5535883.03025 -27.56575 +49.52533 +5.37240 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1164 1726705.875 +77344.54508 -11877.38541 -30207.92325 -29.90470 +0.95530 +3.84290 83879.494 1
99998111.37685291 -1718215856.65960 -8661.47292 +5581447.05938 -27.68115 +49.54158 +5.37455 Gaia_DR3_4472832130942575872_debris_-657184294.125_943 1726705.875 -25329.74034 +88476.76451 +15356.10588 -30.02010 +0.97154 +3.84506 93303.503 1
99999111.35796669 -1718193018.89170 -3995.82487 +5492122.52234 -27.46268 +49.58890 +5.41849 Gaia_DR3_4472832130942575872_debris_-32863468294.125_799 2091955.875 -4831.53581 +44573.29385 -75497.87588 -29.80295 +1.01887 +3.88903 87806.899 1
99999111.35796669 -1718211994.93079 -72562.02325 +5516620.70575 -27.46994 +49.58937 +5.41173 Gaia_DR3_4472832130942575872_debris_-19322189794.125_295 2091955.875 -23807.57491 -23992.90453 -50999.69247 -29.81020 +1.01933 +3.88228 61183.566 1
99999111.35796669 -1718184959.64892 -17747.12418 +5630884.73550 -27.47110 +49.59078 +5.40762 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1592 2091955.875 +3227.70697 +30821.99454 +63264.33728 -29.81136 +1.02075 +3.87817 70447.071 1
99999111.35796669 -1718218667.28806 -4288.44299 +5647911.01215 -27.47256 +49.59080 +5.40696 Gaia_DR3_4472832130942575872_debris_-13100521294.125_599 2091955.875 -30479.93217 +44280.67573 +80290.61394 -29.81283 +1.02076 +3.87751 96624.982 1
99999111.35796669 -1718182074.56285 +7856.09753 +5643802.33561 -27.47343 +49.59085 +5.41084 Gaia_DR3_4472832130942575872_debris_-10538657794.125_595 2091955.875 +6112.79304 +56425.21624 +76181.93739 -29.81370 +1.02081 +3.88139 94999.257 1
99999111.35796669 -1718207496.37328 +49129.20605 +5559420.94346 -27.47473 +49.59163 +5.41551 Gaia_DR3_4472832130942575872_debris_-10538657794.125_1375 2091955.875 -19309.01740 +97698.32476 -8199.45475 -29.81500 +1.02159 +3.88605 99925.131 1
99999111.35796669 -1718248055.31601 -6831.16552 +5549929.53185 -27.47797 +49.58969 +5.41432 Gaia_DR3_4472832130942575872_debris_-9440716294.125_307 2091955.875 -59867.96012 +41737.95319 -17690.86636 -29.81823 +1.01965 +3.88487 75094.581 1
99999111.35796669 -1718104647.98773 -49945.60640 +5570963.08411 -27.47157 +49.58888 +5.41403 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 2091955.875 +83539.36816 -1376.48768 +3342.68590 -29.81184 +1.01884 +3.88458 83617.548 1
99999111.35796669 -1718198489.25414 -32482.50272 +5506840.42595 -27.48002 +49.58700 +5.41120 Gaia_DR3_4472832130942575872_debris_-6878852794.125_537 2091955.875 -10301.89825 +16086.61599 -60779.97227 -29.82029 +1.01697 +3.88174 63711.171 1
99999111.35796669 -1718237996.64977 +23572.70114 +5614280.50225 -27.48308 +49.58938 +5.41127 Gaia_DR3_4472832130942575872_debris_-6512872294.125_312 2091955.875 -49809.29388 +72141.81986 +46660.10403 -29.82335 +1.01934 +3.88181 99310.489 1
99999111.35796669 -1718103925.82721 +2979.41486 +5577957.96491 -27.48602 +49.58232 +5.40626 Gaia_DR3_4472832130942575872_debris_-3585028294.125_1608 2091955.875 +84261.52868 +51548.53358 +10337.56670 -29.82628 +1.01229 +3.87681 99318.285 1
99999111.35796669 -1718146417.31166 -68448.99118 +5610911.90223 -27.49386 +49.57279 +5.40815 Gaia_DR3_4472832130942575872_debris_-3219047794.125_976 2091955.875 +41770.04423 -19879.87246 +43291.50402 -29.83412 +1.00276 +3.87869 63356.927 1
99999111.35796669 -1718266267.16792 -103567.32265 +5592617.95966 -27.53203 +49.55451 +5.40235 Gaia_DR3_4472832130942575872_debris_-2121106294.125_442 2091955.875 -78079.81203 -54998.20394 +24997.56145 -29.87230 +0.98447 +3.87290 98722.528 1
99999111.35796669 -1718123942.50076 -66875.69632 +5554513.39262 -27.51722 +49.55336 +5.39250 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 2091955.875 +64244.85513 -18306.57761 -13107.00559 -29.85749 +0.98332 +3.86304 68075.883 1
