# FIRENZE V6.3
#
# Close Approach output file for integration on 2023-02-08 17:26:13.537507
# Configuration file used: /home/cgregg/codes/PhD_Work/InterstellarMeteoroids/GalacticSimulation/Gaia_DR3_4472832130942575872_110Myr_2000x1Myr.cfg
# Galactic Simulation
# Galactic parameters [M a b] - (Solar masses AU AU):
# Bulge: [14000000000.0, 0.0, 72192682.625] Disk: [79100000000.0, 721926826.25, 51566201.875] Halo: [698000000000.0, 0.0, 4950355380.0]
# Solar parameters [AU, AU/yr]:
# pos = [ 1.50253513e+09 -9.05737086e+08 -1.87942738e+07] vel = [-22.21125568 -42.15195327   0.34297791]
# Galactic Potential: 0 (0-Bailer-Jones 2015, 1-Dybczynski & Berski 2015)
# Integration Method: 2 (0-Euler, 1-RK4, 2-RKF)
# Time-step error tolerance (For RKF): 1e-06
# Initial time-step: 999.9811137685292
# Output every 1000.0 iterations
# heliocentric Distance calculation setting: 3
# 	[0-never, 1 - At the end, 2-When writing to file, 3-Every step]
# Number of initial particles: 2
# Integration lasting for 110000000.0 yrs
# Integrating the following bodies in the Milky Way starting at JD=-36523273294.125
#############################################################################################################
t x y z vx vy vz body jd aprnt_x aprnt_y aprnt_z aprnt_vel_x aprnt_vel_y aprnt_vel_z helio_dist CloseApproachFlag
99999111.35796669 -1718115475.64320 -71377.10846 +5549891.62972 -27.53015 +49.54088 +5.38554 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1105 2091955.875 +72711.71269 -22807.98974 -17728.76850 -29.87042 +0.97084 +3.85609 78240.059 1
99999111.35796669 -1718140746.94921 -59491.22610 +5541255.30562 -27.56444 +49.52533 +5.37236 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1164 2091955.875 +47440.40667 -10922.10738 -26365.09259 -29.90470 +0.95530 +3.84290 55362.467 1
100000111.33908045 -1718220480.39910 +45592.14092 +5497540.88631 -27.46137 +49.58890 +5.41845 Gaia_DR3_4472832130942575872_debris_-32863468294.125_799 2457205.875 -34633.92416 +45592.14088 -71608.91619 -29.80295 +1.01887 +3.88903 91684.180 1
100000111.33908045 -1718239463.68968 -22973.59358 +5522032.31781 -27.46862 +49.58937 +5.41169 Gaia_DR3_4472832130942575872_debris_-19322189794.125_295 2457205.875 -53617.21474 -22973.59362 -47117.48469 -29.81020 +1.01933 +3.88228 74984.326 1
100000111.33908045 -1718107017.31703 -13563.97320 +5609030.62286 -27.46582 +49.59103 +5.41130 Gaia_DR3_4472832130942575872_debris_-17492287294.125_1789 2457205.875 +78829.15790 -13563.97325 +39880.82036 -29.80740 +1.02099 +3.88189 89378.394 1
100000111.33908045 -1718212429.56765 +31842.72055 +5636292.23188 -27.46978 +49.59078 +5.40758 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1592 2457205.875 -26583.09272 +31842.72050 +67142.42938 -29.81136 +1.02075 +3.87817 78922.275 1
100000111.33908045 -1718120044.33512 +52358.09673 +5622931.18934 -27.46726 +49.59138 +5.41540 Gaia_DR3_4472832130942575872_debris_-13466501794.125_64 2457205.875 +65802.13981 +52358.09669 +53781.38683 -29.80884 +1.02135 +3.88599 99818.483 1
100000111.33908045 -1718114646.38681 +26229.67800 +5618704.50338 -27.46738 +49.59092 +5.41488 Gaia_DR3_4472832130942575872_debris_-13100521294.125_1412 2457205.875 +71200.08813 +26229.67796 +49554.70088 -29.80897 +1.02088 +3.88547 90626.249 1
100000111.33908045 -1718132118.38434 -357.66747 +5576376.99437 -27.47026 +49.58888 +5.41399 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 2457205.875 +53728.09059 -357.66751 +7227.19186 -29.81184 +1.01884 +3.88458 54213.171 1
100000111.33908045 -1718163339.62838 +85867.50157 +5590708.12501 -27.47130 +49.59151 +5.41349 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1731 2457205.875 +22506.84656 +85867.50153 +21558.32251 -29.81288 +1.02148 +3.88408 91348.493 1
100000111.33908045 -1718225968.10038 +17103.56486 +5512251.50144 -27.47871 +49.58700 +5.41116 Gaia_DR3_4472832130942575872_debris_-6878852794.125_537 2457205.875 -40121.62544 +17103.56482 -56898.30106 -29.82029 +1.01697 +3.88174 71691.655 1
100000111.33908045 -1718147514.23465 -41119.85104 +5498014.48102 -27.48398 +49.57522 +5.40166 Gaia_DR3_4472832130942575872_debris_-3951008794.125_1380 2457205.875 +38332.24029 -41119.85108 -71135.32149 -29.82556 +1.00519 +3.87224 90666.624 1
100000111.33908045 -1718131410.66532 +52560.80103 +5583364.10517 -27.48470 +49.58232 +5.40622 Gaia_DR3_4472832130942575872_debris_-3585028294.125_1608 2457205.875 +54435.80962 +52560.80099 +14214.30267 -29.82628 +1.01229 +3.87681 76993.127 1
100000111.33908045 -1718173909.99029 -18877.13504 +5616319.92659 -27.49254 +49.57279 +5.40811 Gaia_DR3_4472832130942575872_debris_-3219047794.125_976 2457205.875 +11936.48465 -18877.13508 +47170.12409 -29.83412 +1.00276 +3.87869 52190.483 1
100000111.33908045 -1718151458.54295 -17323.27158 +5559905.76622 -27.51590 +49.55336 +5.39246 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 2457205.875 +34387.93199 -17323.27163 -9244.03629 -29.85749 +0.98332 +3.86304 39598.962 1
100000111.33908045 -1718143004.61634 -21837.16640 +5555277.05151 -27.52883 +49.54088 +5.38550 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1105 2457205.875 +42841.85860 -21837.16644 -13872.75099 -29.87042 +0.97084 +3.85609 50047.377 1
100000111.33908045 -1718168310.20663 -9966.82930 +5546627.54075 -27.56312 +49.52533 +5.37232 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1164 2457205.875 +17536.26831 -9966.82934 -22522.26175 -29.90470 +0.95530 +3.84290 30234.263 1
100000111.33908045 -1718139067.15504 +61867.27262 +5541668.54473 -27.60528 +49.52578 +5.34671 Gaia_DR3_4472832130942575872_debris_-657184294.125_1742 2457205.875 +46779.31989 +61867.27258 -27481.25777 -29.94686 +0.95575 +3.81730 82286.595 1
100001111.32019423 -1718266931.13102 +26614.83611 +5527443.88977 -27.46730 +49.58937 +5.41165 Gaia_DR3_4472832130942575872_debris_-19322189794.125_295 2822455.875 -83426.85462 -21954.28269 -43235.27658 -29.81020 +1.01933 +3.88228 96495.180 1
100001111.32019423 -1718134481.95819 +36026.11919 +5614441.80103 -27.46450 +49.59103 +5.41126 Gaia_DR3_4472832130942575872_debris_-17492287294.125_1789 2822455.875 +49022.31820 -12542.99961 +43762.63469 -29.80740 +1.02099 +3.88189 66900.543 1
100001111.32019423 -1718156487.54269 -36096.35036 +5612784.56215 -27.46612 +49.58979 +5.41083 Gaia_DR3_4472832130942575872_debris_-16394345794.125_1913 2822455.875 +27016.73371 -84665.46916 +42105.39580 -29.80902 +1.01976 +3.88146 98341.293 1
100001111.32019423 -1718239898.16882 +81432.56525 +5641699.68734 -27.46846 +49.59078 +5.40754 Gaia_DR3_4472832130942575872_debris_-13832482294.125_1592 2822455.875 -56393.89242 +32863.44645 +71020.52100 -29.81136 +1.02075 +3.87816 96458.238 1
100001111.32019423 -1718147510.41330 +101948.54482 +5628346.46921 -27.46594 +49.59138 +5.41536 Gaia_DR3_4472832130942575872_debris_-13466501794.125_64 2822455.875 +35993.86310 +53379.42601 +57667.30287 -29.80884 +1.02135 +3.88599 86431.702 1
100001111.32019423 -1718142112.59144 +75819.66166 +5624119.26348 -27.46606 +49.59092 +5.41484 Gaia_DR3_4472832130942575872_debris_-13100521294.125_1412 2822455.875 +41391.68495 +27250.54286 +53440.09714 -29.80897 +1.02088 +3.88547 72881.463 1
100001111.32019423 -1718159587.46332 +49230.27145 +5581790.86412 -27.46894 +49.58888 +5.41395 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 2822455.875 +23916.81307 +661.15265 +11111.69778 -29.81184 +1.01884 +3.88458 26380.313 1
100001111.32019423 -1718190809.74952 +135458.07828 +5596121.49703 -27.46998 +49.59151 +5.41345 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1731 2822455.875 -7305.47312 +86888.95948 +25442.33068 -29.81288 +1.02148 +3.88408 90831.566 1
100001111.32019423 -1718253445.62907 +66689.63243 +5517662.53690 -27.47739 +49.58700 +5.41112 Gaia_DR3_4472832130942575872_debris_-6878852794.125_537 2822455.875 -69941.35267 +18120.51363 -53016.62944 -29.82029 +1.01697 +3.88175 89615.338 1
100001111.32019423 -1718088133.66954 +61614.57734 +5566492.03417 -27.47432 +49.58003 +5.40570 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 2822455.875 +95370.60685 +13045.45854 -4187.13218 -29.81722 +1.00999 +3.87632 96349.721 1
100001111.32019423 -1718174997.03485 +8454.43759 +5503416.01697 -27.48266 +49.57522 +5.40162 Gaia_DR3_4472832130942575872_debris_-3951008794.125_1380 2822455.875 +8507.24154 -40114.68121 -67263.14937 -29.82556 +1.00519 +3.87225 78777.485 1
100001111.32019423 -1718158894.18579 +102142.18716 +5588770.20487 -27.48338 +49.58232 +5.40618 Gaia_DR3_4472832130942575872_debris_-3585028294.125_1608 2822455.875 +24610.09060 +53573.06835 +18091.03853 -29.82628 +1.01229 +3.87681 61668.597 1
100001111.32019423 -1718201401.35132 +30694.72111 +5621727.91016 -27.49122 +49.57279 +5.40807 Gaia_DR3_4472832130942575872_debris_-3219047794.125_976 2822455.875 -17897.07492 -17874.39769 +51048.74382 -29.83412 +1.00276 +3.87869 56971.691 1
100001111.32019423 -1718178973.26752 +32229.15317 +5565298.09943 -27.51459 +49.55336 +5.39241 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 2822455.875 +4531.00888 -16339.96564 -5381.06692 -29.85749 +0.98332 +3.86304 17789.896 1
100001111.32019423 -1718170532.27186 +27702.77568 +5560662.43296 -27.52752 +49.54088 +5.38546 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1105 2822455.875 +12972.00454 -20866.34312 -10016.73338 -29.87042 +0.97084 +3.85609 26533.227 1
100001111.32019423 -1718195872.14644 +39557.56751 +5551999.73559 -27.56180 +49.52533 +5.37228 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1164 2822455.875 -12367.87004 -9011.55129 -18679.43075 -29.90470 +0.95530 +3.84290 24147.327 1
100001111.32019423 -1718129472.82026 +69361.08306 +5517668.83346 -27.58336 +49.50254 +5.33056 Gaia_DR3_4472832130942575872_debris_-657184294.125_1540 2822455.875 +54031.45614 +20791.96426 -53010.33289 -29.92626 +0.93251 +3.80119 78497.130 1
100001111.32019423 -1718166671.25229 +111392.12042 +5547015.13851 -27.60396 +49.52578 +5.34667 Gaia_DR3_4472832130942575872_debris_-657184294.125_1742 2822455.875 +16833.02411 +62823.00162 -23664.02783 -29.94686 +0.95575 +3.81730 69210.306 1
100002111.30130799 -1718161945.28173 +85616.21157 +5619852.93843 -27.46318 +49.59103 +5.41122 Gaia_DR3_4472832130942575872_debris_-17492287294.125_1789 3187705.875 +19215.47854 -11522.02596 +47644.44870 -29.80740 +1.02099 +3.88189 52649.646 1
100002111.30130799 -1718183952.48376 +13492.50593 +5618195.26791 -27.46480 +49.58979 +5.41079 Gaia_DR3_4472832130942575872_debris_-16394345794.125_1913 3187705.875 -2791.72348 -83645.73159 +45986.77818 -29.80902 +1.01976 +3.88146 95494.429 1
100002111.30130799 -1718174975.17386 +151538.99282 +5633761.70821 -27.46462 +49.59138 +5.41532 Gaia_DR3_4472832130942575872_debris_-13466501794.125_64 3187705.875 +6185.58641 +54400.75530 +61553.21848 -29.80884 +1.02135 +3.88599 82380.230 1
100002111.30130799 -1718169577.47846 +125409.64527 +5629533.98274 -27.46475 +49.59092 +5.41480 Gaia_DR3_4472832130942575872_debris_-13100521294.125_1412 3187705.875 +11583.28181 +28271.40775 +57325.49301 -29.80897 +1.02088 +3.88547 64958.887 1
100002111.30130799 -1718113717.68096 +126985.17988 +5529214.11897 -27.46389 +49.59061 +5.42563 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1696 3187705.875 +67443.07931 +29846.94236 -42994.37075 -29.80811 +1.02058 +3.89630 85369.344 1
100002111.30130799 -1718187055.22470 +98818.21034 +5587204.69333 -27.46762 +49.58888 +5.41391 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 3187705.875 -5894.46443 +1679.97282 +14996.20361 -29.81184 +1.01884 +3.88458 16200.406 1
100002111.30130799 -1718218278.55308 +185048.65489 +5601534.82840 -27.46866 +49.59151 +5.41341 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1731 3187705.875 -37117.79280 +87910.41736 +29326.33867 -29.81288 +1.02148 +3.88408 99829.886 1
100002111.30130799 -1718160228.86817 +143068.66703 +5501653.04885 -27.47412 +49.58496 +5.40445 Gaia_DR3_4472832130942575872_debris_-4682969794.125_74 3187705.875 +20931.89210 +45930.42950 -70555.44087 -29.81834 +1.01492 +3.87512 86751.477 1
100002111.30130799 -1718115606.80868 +111193.67007 +5571897.60697 -27.47300 +49.58003 +5.40565 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 3187705.875 +65553.95159 +14055.43255 -310.88276 -29.81722 +1.00999 +3.87632 67044.555 1
100002111.30130799 -1718202478.51746 +58028.72621 +5508817.51295 -27.48134 +49.57522 +5.40158 Gaia_DR3_4472832130942575872_debris_-3951008794.125_1380 3187705.875 -21317.75719 -39109.51131 -63390.97678 -29.82556 +1.00519 +3.87225 77475.264 1
100002111.30130799 -1718186376.38867 +151723.57320 +5594176.26399 -27.48206 +49.58232 +5.40614 Gaia_DR3_4472832130942575872_debris_-3585028294.125_1608 3187705.875 -5215.62839 +54585.33568 +21967.77426 -29.82628 +1.01229 +3.87681 59070.676 1
100002111.30130799 -1718228891.39479 +80266.57724 +5627135.85291 -27.48990 +49.57279 +5.40802 Gaia_DR3_4472832130942575872_debris_-3219047794.125_976 3187705.875 -47730.63452 -16871.66029 +54927.36319 -29.83412 +1.00276 +3.87869 74698.605 1
100002111.30130799 -1718206486.67450 +81781.57789 +5570690.39222 -27.51327 +49.55336 +5.39237 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 3187705.875 -25325.91423 -15356.65963 -1518.09751 -29.85749 +0.98332 +3.86304 29656.931 1
100002111.30130799 -1718198058.60979 +77242.71773 +5566047.77402 -27.52620 +49.54088 +5.38542 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1105 3187705.875 -16897.84951 -19895.51979 -6160.71570 -29.87042 +0.97084 +3.85609 26820.206 1
100002111.30130799 -1718123494.35070 +127731.93561 +5516244.05710 -27.52484 +49.53906 +5.35789 Gaia_DR3_4472832130942575872_debris_-1023164794.125_972 3187705.875 +57666.40957 +30593.69808 -55964.43263 -29.86906 +0.96903 +3.82855 85984.922 1
100002111.30130799 -1718223432.76868 +89081.96429 +5557371.89011 -27.56048 +49.52533 +5.37224 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1164 3187705.875 -42272.00840 -8056.27323 -14836.59962 -29.90470 +0.95530 +3.84290 45518.688 1
100002111.30130799 -1718149397.18682 +105026.85178 +5662597.26174 -27.53408 +49.53100 +5.40894 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1174 3187705.875 +31763.57346 +7888.61425 +90388.77201 -29.87830 +0.96096 +3.87961 96131.602 1
100002111.30130799 -1718157054.99623 +118862.69084 +5522999.27670 -27.58204 +49.50254 +5.33052 Gaia_DR3_4472832130942575872_debris_-657184294.125_1540 3187705.875 +24105.76404 +21724.45332 -49209.21303 -29.92626 +0.93251 +3.80119 58945.622 1
100002111.30130799 -1718194274.03194 +160916.96814 +5552361.69200 -27.60264 +49.52578 +5.34663 Gaia_DR3_4472832130942575872_debris_-657184294.125_1742 3187705.875 -13113.27167 +63778.73061 -19846.79773 -29.94686 +0.95575 +3.81730 68070.403 1
100003111.28242177 -1718094737.11753 +129424.84109 +5570128.34190 -27.45740 +49.59212 +5.41667 Gaia_DR3_4472832130942575872_debris_-34327390294.125_921 3552955.875 +84078.80903 -16282.51508 -3609.43074 -29.80293 +1.02209 +3.88738 85716.944 1
100003111.28242177 -1718123969.79414 +168132.80590 +5642782.12760 -27.45654 +49.59247 +5.41185 Gaia_DR3_4472832130942575872_debris_-33595429294.125_1243 3552955.875 +54846.13241 +22425.44973 +69044.35496 -29.80208 +1.02243 +3.88256 90984.185 1
100003111.28242177 -1718111430.79848 +188063.30164 +5571972.86107 -27.45763 +49.59232 +5.41465 Gaia_DR3_4472832130942575872_debris_-28105721794.125_75 3552955.875 +67385.12807 +42355.94547 -1764.91157 -29.80317 +1.02228 +3.88536 79610.907 1
100003111.28242177 -1718189407.28767 +135206.30387 +5625264.03501 -27.46187 +49.59103 +5.41118 Gaia_DR3_4472832130942575872_debris_-17492287294.125_1789 3552955.875 -10591.36111 -10501.05230 +51526.26237 -29.80740 +1.02099 +3.88189 53641.446 1
100003111.28242177 -1718202438.61683 +201129.44071 +5639176.90630 -27.46330 +49.59138 +5.41528 Gaia_DR3_4472832130942575872_debris_-13466501794.125_64 3552955.875 -23622.69028 +55422.08454 +65439.13366 -29.80884 +1.02135 +3.88599 88948.969 1
100003111.28242177 -1718197041.04788 +174999.62878 +5634948.66112 -27.46343 +49.59092 +5.41476 Gaia_DR3_4472832130942575872_debris_-13100521294.125_1412 3552955.875 -18225.12133 +29292.27261 +61210.88848 -29.80897 +1.02088 +3.88547 70263.541 1
100003111.28242177 -1718141180.39402 +176574.85471 +5534639.62517 -27.46257 +49.59061 +5.42559 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1696 3552955.875 +37635.53253 +30867.49854 -39098.14747 -29.80811 +1.02058 +3.89630 62433.172 1
100003111.28242177 -1718133620.47994 +90949.32055 +5642739.56705 -27.46226 +49.58840 +5.41246 Gaia_DR3_4472832130942575872_debris_-10538657794.125_1579 3552955.875 +45195.44662 -54758.03562 +69001.79441 -29.80779 +1.01836 +3.88316 99006.659 1
100003111.28242177 -1718115778.15187 +181428.63859 +5604007.01299 -27.46142 +49.59066 +5.41457 Gaia_DR3_4472832130942575872_debris_-10172677294.125_1599 3552955.875 +63037.77469 +35721.28242 +30269.24035 -29.80696 +1.02063 +3.88527 78523.869 1
100003111.28242177 -1718214521.66849 +148406.14915 +5592618.48198 -27.46630 +49.58888 +5.41387 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 3552955.875 -35705.74194 +2698.79298 +18880.70933 -29.81184 +1.01884 +3.88458 40480.423 1
100003111.28242177 -1718187701.80976 +192652.68567 +5507057.38172 -27.47280 +49.58496 +5.40441 Gaia_DR3_4472832130942575872_debris_-4682969794.125_74 3552955.875 -8885.88320 +46945.32950 -66680.39092 -29.81834 +1.01492 +3.87512 82031.076 1
100003111.28242177 -1718123083.49017 +108933.19566 +5625421.03228 -27.46752 +49.57879 +5.40967 Gaia_DR3_4472832130942575872_debris_-4682969794.125_122 3552955.875 +55732.43639 -36774.16051 +51683.25964 -29.81306 +1.00876 +3.88038 84436.975 1
100003111.28242177 -1718143078.63018 +160772.76271 +5577303.13930 -27.47168 +49.58003 +5.40561 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 3552955.875 +35737.29637 +15065.40654 +3565.36666 -29.81722 +1.00999 +3.87632 38946.536 1
100003111.28242177 -1718229958.68249 +107603.01479 +5514218.96892 -27.48003 +49.57522 +5.40154 Gaia_DR3_4472832130942575872_debris_-3951008794.125_1380 3552955.875 -51142.75594 -38104.34138 -59518.80372 -29.82556 +1.00519 +3.87225 87235.373 1
100003111.28242177 -1718213857.27395 +201304.95913 +5599582.28248 -27.48075 +49.58232 +5.40610 Gaia_DR3_4472832130942575872_debris_-3585028294.125_1608 3552955.875 -35041.34740 +55597.60296 +25844.50984 -29.82628 +1.01229 +3.87681 70618.186 1
100003111.28242177 -1718256380.12070 +129838.43330 +5632543.75481 -27.48859 +49.57279 +5.40798 Gaia_DR3_4472832130942575872_debris_-3219047794.125_976 3552955.875 -77564.19415 -15868.92287 +58805.98216 -29.83412 +1.00276 +3.87869 98621.349 1
100003111.28242177 -1718112138.58124 +143802.84277 +5507740.50541 -27.48648 +49.55595 +5.37898 Gaia_DR3_4472832130942575872_debris_-1755125794.125_703 3552955.875 +66677.34531 -1904.51339 -65997.26723 -29.83202 +0.98591 +3.84969 93835.680 1
100003111.28242177 -1718233998.76392 +131334.00255 +5576082.64456 -27.51195 +49.55336 +5.39233 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 3552955.875 -55182.83736 -14373.35362 +2344.87191 -29.85749 +0.98332 +3.86304 57072.211 1
100003111.28242177 -1718225583.63013 +126782.65973 +5571433.07466 -27.52488 +49.54088 +5.38538 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1105 3552955.875 -46767.70358 -18924.69644 -2304.69798 -29.87042 +0.97084 +3.85609 50504.197 1
100003111.28242177 -1718151018.01289 +177270.06146 +5521601.82215 -27.52352 +49.53906 +5.35785 Gaia_DR3_4472832130942575872_debris_-1023164794.125_972 3552955.875 +27797.91367 +31562.70529 -52135.95049 -29.86906 +0.96903 +3.82855 66985.713 1
100003111.28242177 -1718250992.07335 +138606.36100 +5562744.00427 -27.55917 +49.52533 +5.37220 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1164 3552955.875 -72176.14680 -7100.99517 -10993.76838 -29.90470 +0.95530 +3.84290 73353.141 1
100003111.28242177 -1718176930.08985 +154556.91342 +5668006.08255 -27.53276 +49.53100 +5.40890 Gaia_DR3_4472832130942575872_debris_-1023164794.125_1174 3552955.875 +1885.83670 +8849.55725 +94268.30991 -29.87830 +0.96096 +3.87961 94701.559 1
100003111.28242177 -1718122111.65264 +69436.53203 +5561857.93471 -27.54613 +49.44790 +5.34887 Gaia_DR3_4472832130942575872_debris_-657184294.125_3 3552955.875 +56704.27392 -76270.82414 -11879.83793 -29.89167 +0.87787 +3.81958 95779.663 1
100003111.28242177 -1718125688.25318 +71416.05513 +5545969.08993 -27.54811 +49.44900 +5.34016 Gaia_DR3_4472832130942575872_debris_-657184294.125_1196 3552955.875 +53127.67338 -74291.30104 -27768.68272 -29.89364 +0.87896 +3.81086 95461.232 1
100003111.28242177 -1718184635.85459 +168364.29853 +5528329.67983 -27.58072 +49.50254 +5.33048 Gaia_DR3_4472832130942575872_debris_-657184294.125_1540 3552955.875 -5819.92804 +22656.94236 -45408.09281 -29.92626 +0.93251 +3.80119 51079.384 1
100003111.28242177 -1718221875.49400 +210441.81573 +5557708.20516 -27.60132 +49.52578 +5.34659 Gaia_DR3_4472832130942575872_debris_-657184294.125_1742 3552955.875 -43059.56745 +64734.45956 -16029.56748 -29.94686 +0.95575 +3.81730 79382.767 1
100003111.28242177 -1718138079.72126 +97610.78691 +5518997.18960 -27.68067 +49.29879 +5.21640 Gaia_DR3_4472832130942575872_debris_-291203794.125_1282 3552955.875 +40736.20530 -48096.56926 -54740.58304 -30.02621 +0.72876 +3.68711 83482.033 1
100003111.28242177 -1718096378.68572 +158599.86673 +5583813.36727 -27.62899 +49.37436 +5.29660 Gaia_DR3_4472832130942575872_debris_-291203794.125_1379 3552955.875 +82437.24084 +12892.51056 +10075.59463 -29.97453 +0.80432 +3.76730 84045.423 1
100004111.26353553 -1718122193.33733 +179016.02911 +5575544.89096 -27.45608 +49.59212 +5.41663 Gaia_DR3_4472832130942575872_debris_-34327390294.125_921 3918205.875 +54276.43792 -15260.44559 +277.87588 -29.80293 +1.02209 +3.88738 56381.647 1
100004111.26353553 -1718151425.15841 +217724.33861 +5648193.85884 -27.45522 +49.59247 +5.41181 Gaia_DR3_4472832130942575872_debris_-33595429294.125_1243 3918205.875 +25044.61684 +23447.86390 +72926.84376 -29.80208 +1.02243 +3.88256 80593.794 1
100004111.26353553 -1718138887.25274 +237654.68081 +5577387.38867 -27.45631 +49.59232 +5.41461 Gaia_DR3_4472832130942575872_debris_-28105721794.125_75 3918205.875 +37582.52251 +43378.20610 +2120.37359 -29.80317 +1.02228 +3.88536 57433.533 1
100004111.26353553 -1718111800.65357 +227244.22735 +5592836.23085 -27.45653 +49.59274 +5.41368 Gaia_DR3_4472832130942575872_debris_-25543858294.125_1933 3918205.875 +64669.12168 +32967.75265 +17569.21577 -29.80338 +1.02270 +3.88443 74683.635 1
100004111.26353553 -1718216867.97602 +184796.39607 +5630675.09075 -27.46055 +49.59103 +5.41114 Gaia_DR3_4472832130942575872_debris_-17492287294.125_1789 3918205.875 -40398.20078 -9480.07863 +55408.07567 -29.80740 +1.02099 +3.88189 69223.850 1
100004111.26353553 -1718224503.29973 +224589.61216 +5640363.29858 -27.46211 +49.59092 +5.41472 Gaia_DR3_4472832130942575872_debris_-13100521294.125_1412 3918205.875 -48033.52448 +30313.13746 +65096.28350 -29.80897 +1.02088 +3.88547 86392.314 1
100004111.26353553 -1718153886.11569 +283352.15915 +5613253.53468 -27.45971 +49.59233 +5.41774 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1048 3918205.875 +22583.65956 +89075.68444 +37986.51960 -29.80656 +1.02230 +3.88849 99435.783 1
100004111.26353553 -1718168641.78946 +226164.52939 +5540065.09117 -27.46126 +49.59061 +5.42555 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1696 3918205.875 +7827.98579 +31888.05469 -35201.92391 -29.80811 +1.02058 +3.89630 48138.351 1
100004111.26353553 -1718125934.36526 +255958.87077 +5605266.42954 -27.45904 +49.59174 +5.41627 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1119 3918205.875 +50535.40999 +61682.39607 +29999.41446 -29.80589 +1.02170 +3.88702 85196.893 1
100004111.26353553 -1718111871.77833 +233357.74668 +5597825.22991 -27.45865 +49.59124 +5.41682 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1684 3918205.875 +64597.99692 +39081.27198 +22558.21483 -29.80551 +1.02120 +3.88756 78797.970 1
100004111.26353553 -1718161081.55866 +140536.77963 +5648151.89960 -27.46094 +49.58840 +5.41241 Gaia_DR3_4472832130942575872_debris_-10538657794.125_1579 3918205.875 +15388.21659 -53739.69507 +72884.88452 -29.80779 +1.01836 +3.88316 91852.917 1
100004111.26353553 -1718143238.39602 +231018.36285 +5609421.45540 -27.46010 +49.59066 +5.41452 Gaia_DR3_4472832130942575872_debris_-10172677294.125_1599 3918205.875 +33231.37922 +36741.88815 +34154.44032 -29.80696 +1.02062 +3.88527 60173.222 1
100004111.26353553 -1718241986.79472 +197994.08785 +5598032.23000 -27.46499 +49.58888 +5.41383 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 3918205.875 -65517.01947 +3717.61315 +22765.21492 -29.81184 +1.01884 +3.88458 69459.020 1
100004111.26353553 -1718215173.43375 +242236.70417 +5512461.67459 -27.47148 +49.58495 +5.40437 Gaia_DR3_4472832130942575872_debris_-4682969794.125_74 3918205.875 -38703.65850 +47960.22947 -62805.34049 -29.81834 +1.01492 +3.87512 87992.429 1
100004111.26353553 -1718150549.83114 +158511.05343 +5630830.57842 -27.46620 +49.57879 +5.40963 Gaia_DR3_4472832130942575872_debris_-4682969794.125_122 3918205.875 +25919.94410 -35765.42127 +55563.56334 -29.81306 +1.00876 +3.88038 70981.113 1
100004111.26353553 -1718170549.13406 +210351.85522 +5582708.63113 -27.47036 +49.58003 +5.40557 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 3918205.875 +5920.64119 +16075.38052 +7441.61605 -29.81722 +1.00999 +3.87632 18677.513 1
100004111.26353553 -1718241336.84168 +250886.34491 +5604988.26031 -27.47943 +49.58232 +5.40606 Gaia_DR3_4472832130942575872_debris_-3585028294.125_1608 3918205.875 -64867.06643 +56609.87021 +29721.24523 -29.82628 +1.01229 +3.87681 91081.096 1
